netid,p1q1,p1q2,p1q3,p1q4,p1,p2q1,p2q2,p2q3,p2q4,p2,treat,treatreal,group,Q29p,Q30p,Q28p,Q6p,Q7p,Q8p,Q9p,Q10p,Q11p,Q12p,Q13p,Q14p,Q17p,Q18p,Q19p,Q20p,Q21p,Q22p,Q23p,Q24p,Q25p,Q26p,Q27p,Q28,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27
aso34,21,20.5,25,20,86.5,20,23,21,23,87,treat2,1,1,0,15,1,1,2,1,4,1,1,5,3,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2
oao8,20,24.5,22,21,87.5,11,20.5,23,22,76.5,treat1,1,#N/A,3,13,1,2,2,4,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,3,2,1,2,1,2,2,1,2,1,1,2,2,1
map382,19.5,24.5,24,25,93,21,23,23,23,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
asp262,25,20.5,22,24,91.5,20,21.5,24,17,82.5,treat1,1,#N/A,2,15,2,3,3,2,2,3,2,3,2,2,3,2,2,1,2,1,2,2,2,2,1,2,2,2,3,1,4,2,3,2,3,3,2,2,3,3,2,3,2,2,2,1
bcp44,20,25,19,25,89,22,25,19,21,87,treat3,1,1,0,15,3,2,2,2,2,3,2,2,2,3,3,4,3,2,2,2,3,3,2,2,2,3,2,4,2,3,3,2,2,2,3,4,4,4,3,2,2,2,2,2,2,2
jap434,24,24.5,14,3,65.5,20,16,20,6,62,treat1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,3,4,2,2,2,3,1,2,2,3,2,2,2,3,3,3,4,3,2
egp45,25,25,25,25,100,23,20.5,17,23,83.5,treat3,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,2,2,2,2,1,2,4,1,2,3,2,1,2,1,3,2,2,1,4,1
ep428,21.5,23,21,24,89.5,21,22.5,21,23,87.5,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
gnp23,23,22,20,24,89,17.5,14.5,18,20,70,treat1,1,#N/A,1,13,2,3,3,1,1,1,2,3,2,3,3,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,2,3,2,2,3,4,2,2,3,1,3,1,2,1,1,1
jp2249,22,25,21,23,91,24,22,19,18,83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
kip22,23,25,20,25,93,21,15,23,20,79,treat3,1,1,0,15,5,2,1,5,2,2,2,3,2,2,4,4,4,3,3,3,4,3,3,3,2,4,1,1,5,3,4,2,3,3,5,3,4,2,3,2,3,2,2,2,3,4
imp24,25,24,21,22,92,22,25,22,23,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sep234,19,25,21,21,86,20,20.5,23,23,86.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
gp293,25,25,24,25,99,24,25,21,25,95,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
lcp79,24,22.5,25,24,95.5,21.5,21.5,22,25,90,treat2,1,#N/A,2,13,1,2,4,2,3,2,2,2,1,1,1,1,2,2,1,3,1,1,1,1,1,2,1,2,2,2,1,1,3,2,1,1,1,1,2,1,2,2,1,1,1,1
pip5,24.5,23.5,25,25,98,18,19.5,20,25,82.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
nsr52,25,25,25,21,96,24,22.5,24,25,95.5,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
slr234,25,25,25,25,100,24,25,25,25,99,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
mkr76,25,24,21,24,94,25,25,24,23,97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
vr254,25,25,23,24,97,23,25,24,23,95,treat2,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,4,4,4,2,1,1,1,1,4,1,2,1,2,4,3,3,2,2,2,2
jgr88,7,16,8,11,42,18,18.5,20,14,70.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
kr397,24,25,21,24,94,23,23,24,24,94,treat2,1,#N/A,2,13,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2
kmr225,23,23.5,25,24,95.5,24,22,25,23,94,treat2,1,#N/A,2,13,2,2,1,2,2,1,1,2,1,2,2,2,1,1,4,1,4,1,1,1,1,1,2,2,2,2,1,1,2,1,4,2,2,1,2,2,1,2,2,2,2,1
rsr267,25,24,22,24,95,22,24,25,23,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
nzr2,21.5,24,21,23,89.5,23,23,22,23,91,treat1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,3,4,4,2,2,2,1,3,3,4,4,4,3,4,2,3,4,3,3
mar493,24,23,21,25,93,22,22,22,25,91,treat3,1,#N/A,0,14,2,2,3,4,2,2,2,3,3,2,4,2,3,2,1,2,1,2,2,3,2,4,2,3,4,2,2,2,2,2,4,4,2,2,2,3,3,3,3,2,2,1
aar233,25,25,18,23,91,24,25,25,23,97,treat3,1,#N/A,0,15,2,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,3,3,4,2
dar347,20.5,21.5,23,25,90,19.5,21,17,22,79.5,treat1,1,#N/A,1,13,2,2,2,2,1,1,1,2,2,2,3,3,2,2,2,2,1,3,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,4,2,1,2,1,1,0,1,1
ber75,21,20.5,22,21,84.5,20,23.5,21,25,89.5,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
wmr43,21,23.5,18,25,87.5,24,24.5,23,23,94.5,treat2,1,#N/A,4,13,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,4,2,3,2,2,2,2,3,1,1,1,1
mcr254,21,21.5,18,25,85.5,18.5,22,19,19,78.5,treat2,1,#N/A,2,13,1,2,3,3,1,1,2,1,2,1,2,2,2,2,2,3,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1
ajr279,23,24,21,22,90,24,23,22,25,94,treat2,1,1,3,14,2,2,4,4,4,1,2,2,4,5,1,1,1,1,1,1,2,1,1,1,1,4,2,2,2,4,2,2,5,2,3,4,2,2,2,2,2,2,1,2,2,1
jhr249,22,25,23,25,95,22,20,23,21,86,treat2,1,#N/A,3,13,1,2,3,4,2,2,2,3,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,3,2,1,2,4,2,2,2,2,2,2,4,2,2
kr444,22,25,21,23.5,91.5,17.5,14,19.5,17,68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
hr369,22,23.5,22,25,92.5,25,25,23,14,87,treat3,1,1,2,15,2,5,5,4,4,4,4,3,3,4,4,5,4,4,3,4,4,4,2,3,2,4,4,3,3,4,4,3,3,3,4,5,4,4,4,4,3,4,4,3,4,3
jar589,23.5,22.5,17,25,88,24,25,24,23,96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
kr552,24.5,24.5,25,21,95,22,17,22,19,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
hr263,25,25,21,25,96,,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
as3582,21.5,24.5,21,25,92,21.5,18.5,17,20,77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
cms528,24,24.5,18,25,91.5,24,25,23,25,97,treat3,1,#N/A,0,14,2,5,2,5,4,2,3,1,1,2,4,2,4,2,2,3,4,2,2,1,1,2,4,2,4,2,4,4,1,1,5,3,3,2,1,3,2,4,2,1,1,4
hbs57,25,24,22,25,96,24,24,25,24,97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ds868,20.5,23.5,22,25,91,22,25,23,24,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
mes427,24,24.5,25,25,98.5,25,25,21,24,95,treat3,1,#N/A,4,14,2,2,2,3,3,4,3,3,2,3,2,3,2,2,3,3,2,2,3,3,1,3,2,2,3,4,4,3,3,2,2,2,2,2,2,2,2,3,1,2,3,2
as2582,24.5,21,21,25,91.5,23,24,23,24,94,treat3,1,#N/A,0,14,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ams672,24.5,23.5,24,22,94,24,24,22,20,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
gs542,25,25,22,24,96,24,25,23,25,97,treat2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,2,2,1,1,1,3,2,1,1,2,1,1,2,1,2,3,1,1,1
ys742,24.5,25,21,24,94.5,22,23,22,20,87,treat1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,2,2,1,1,1,1,1,3,2,3,2,1,2,2,2,1,2,2,1
ms2637,25,23,20,23.5,91.5,23,25,25,23,96,treat1,1,1,2,13,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1
ebs98,21.5,23.5,23,25,93,24,22,23,23,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
xs248,22,24.5,17,13,76.5,22,21.5,23,25,91.5,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
es926,25,25,23,25,98,25,25,22.5,23,95.5,treat1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,2,3,2,3,3,4,4,3,2,4,3,2,4,3,3,2,2,2,1
mls526,24.5,23,22,23,92.5,21,22,21,20,84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ds799,22.5,24.5,21,24.5,92.5,19,22,23,25,89,treat3,1,#N/A,0,17,2,3,2,4,2,3,2,3,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,3,2,4,3,2,2,2,2,3,3,2
jms978,25,20.5,22,23.5,91,20,19.5,19,20,78.5,treat1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,2,3,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2
aas337,23.5,13.5,19,18,74,19,22,21,11,73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
mvs39,23,24,23,23,93,22,24,25,25,96,treat1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1
mbs283,20,22.5,25,24,91.5,18,22,22,13,75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
las536,22,23,23,25,93,23,25,21,25,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
fgs28,10.5,14,18,18,60.5,10,15,20.5,16,61.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
als546,21.5,22.5,18,25,87,20.5,20,22,21,83.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
